     -0.25736782	      0.22863271	       5.7869684	       1.7402097	     0.098376832	       72.992577	        65.28299	       64.425545	
     -0.25499518	      0.29531162	       4.7704692	       1.9397462	      0.14848233	       73.278641	       65.420113	       63.632252	
     -0.25313086	      0.24314967	       5.6850673	       1.3398218	        3.428363	        73.26593	       66.064117	       64.245148	
     -0.24952319	      0.42300559	       1.0826335	      0.69917954	       4.6348053	       71.090355	       66.858734	       62.319023	
     -0.25127312	      0.47409898	       3.2276317	        2.404431	       1.6401308	       71.729851	       67.388794	       62.607018	
     -0.25002251	       0.4373635	       2.0210925	       0.6239528	       4.7658476	       71.954277	       66.721954	       62.103706	
     -0.25008804	      0.34626123	       5.4982384	      0.59684195	      0.73146378	        71.17659	       67.023987	       65.014244	
     -0.24918602	      0.35124921	       4.3990715	      0.62601494	      0.80044125	       71.049408	       66.229919	       65.351021	
     -0.25055806	       0.3266129	       3.4193944	      0.59621446	      0.83612023	       70.444031	       66.611115	       64.843536	
     -0.33043501	      0.13091156	       3.4672157	       1.2485989	       3.0631387	       70.881104	       64.241226	       63.826744	
     -0.32951565	      0.10635911	       4.7260224	       1.1972767	       3.5561238	       71.076218	       64.278549	       62.968449	
     -0.31793424	      0.24437998	       3.6478302	       2.5595473	      0.77770362	       69.156349	       65.002357	       63.560097	
     -0.31869245	      0.27764341	       5.7817683	      0.46173475	       5.2611725	        69.07975	       64.338058	       62.946907	
     -0.35677543	      0.89640413	      0.20334208	       1.8921313	       2.8468317	       69.107346	       65.045532	       58.595993	
     -0.35763931	      0.88619691	      0.95250811	       1.7999074	       5.9067051	       69.408569	       64.652573	       59.329628	
      0.67237289	      0.19475004	       4.8353412	      0.80963834	       1.9028049	       70.613518	        66.18222	        59.48056	
      0.46864482	      0.51003303	       4.5656306	       1.0467777	       1.9957676	       71.778915	       64.645691	       59.233345	
      0.46579556	      0.51093265	       6.2777423	       2.7158326	      0.80103621	       72.241821	       65.290741	        58.85183	
